run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-source-new-orleans-saints,no_new_material,2,0,0,0,0,0,false,,,0,Official preview and news surfaces exposed no postgame role report with a verifiable in-window timestamp.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-source-los-angeles-rams,checked,3,0,0,0,0,0,false,,,0,Official Rams news and photo surfaces were checked but did not provide role-defining Saints evidence.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-source-nfl-gamebooks,checked,8,4,0,0,0,0,false,"obs-2026-no-20260822t232931z-001;obs-2026-no-20260822t232931z-004",0,0,Official NFL game-center highlights supplied exact publication timestamps and four atomic Saints performance claims; no participation report was exposed.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-katherine-terrell,no_new_material,1,0,0,0,0,0,false,,,0,No attributable in-window game report was found.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-ross-jackson,no_new_material,1,0,0,0,0,0,false,,,0,No attributable in-window game report was found.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-jeff-nowak,no_new_material,2,0,0,0,0,0,false,,,0,The assigned source had an in-window joint-practice report but no qualifying game-specific postgame item.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-sarah-barshop,no_new_material,1,0,0,0,0,0,false,,,0,No attributable in-window game report was found.
20260822T232931Z,reader-no-lar,NO,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-stu-jackson,no_new_material,2,0,0,0,0,0,false,,,0,No attributable postgame article was published inside the frozen window.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-source-new-orleans-saints,no_new_material,2,0,0,0,0,0,false,,,0,Official Saints surfaces exposed no postgame Rams role report with a verifiable in-window timestamp.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-source-los-angeles-rams,checked,3,0,0,0,0,0,false,,,0,Official Rams preview and photo surfaces were checked; they established participants but not role-defining usage.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-source-nfl-gamebooks,checked,8,4,0,0,0,0,false,"obs-2026-lar-20260822t232931z-001;obs-2026-lar-20260822t232931z-004",0,0,Official NFL game-center highlights supplied exact publication timestamps and four atomic Rams performance claims; no participation report was exposed.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-katherine-terrell,no_new_material,1,0,0,0,0,0,false,,,0,No attributable in-window Rams game report was found.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-ross-jackson,no_new_material,1,0,0,0,0,0,false,,,0,No attributable in-window Rams game report was found.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-jeff-nowak,no_new_material,2,0,0,0,0,0,false,,,0,The in-window joint-practice report was excluded from the game-specific assignment.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-sarah-barshop,no_new_material,1,0,0,0,0,0,false,,,0,No attributable in-window Rams game report was found.
20260822T232931Z,reader-no-lar,LAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,25,local-writer-stu-jackson,no_new_material,2,0,0,0,0,0,false,,,0,The in-window preview was checked; no Stu Jackson postgame article appeared before the assignment closed.
