run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-source-washington-commanders,checked,4,7,0,0,1,0,false,"obs-2026-was-20260822t232931z-001;obs-2026-was-20260822t232931z-005",0,,Official inactive list game blog and postgame takeaways were inspected; only game-specific atomic claims were retained.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-source-detroit-lions,checked,4,0,0,0,0,0,false,,,,Detroit's official recap and notebook were checked for opponent context; no Washington observation was attributed to the Detroit source.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-source-nfl-gamebooks,failed_endpoint,1,0,0,0,0,0,false,,,,NFL game center showed the final and game tabs but no distinct downloadable 2026 gamebook or participation report was exposed at retrieval.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-john-keim,no_new_material,1,0,0,0,0,0,false,,,,ESPN profile and indexed ESPN results were checked; no attributable game-specific John Keim item published inside the frozen window was found.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-ben-standig,no_new_material,1,0,0,0,0,0,false,,,,Registered Substack and indexed results were checked; the newest attributable item located was not a game-specific Detroit postgame item inside the frozen window.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,false,,,,Assigned Detroit reporter search was checked for opponent-specific Washington evidence; no attributable in-window game item was found.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-justin-rogers,no_new_material,1,0,0,0,0,0,false,,,,Assigned Detroit reporter endpoint was checked for opponent-specific Washington evidence; no attributable in-window game item was found.
20260822T232931Z,reader-was-det,WAS,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-benjamin-raven,inaccessible,0,0,0,0,0,0,false,,,,Assigned Detroit reporter's MLive endpoint was blocked by robots; no compliant opponent-context inspection was possible.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-source-detroit-lions,checked,4,5,0,0,1,0,false,"obs-2026-det-20260822t232931z-002;obs-2026-det-20260822t232931z-003",0,,Official news index recap and postgame notebook were inspected; the notebook supplied the clearest unit-context evidence.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-source-washington-commanders,checked,4,0,0,0,0,0,false,,,,Washington's official inactive list game blog and recap were checked for opponent context; no Detroit observation was attributed to the Washington source.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-source-nfl-gamebooks,failed_endpoint,1,0,0,0,0,0,false,,,,NFL game center showed the final and game tabs but no distinct downloadable 2026 gamebook or participation report was exposed at retrieval.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,false,,,,ESPN profile and indexed ESPN results were checked; no attributable game-specific Eric Woodyard item published inside the frozen window was found.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-justin-rogers,no_new_material,1,0,0,0,0,0,false,,,,Registered Detroit Football Network landing page and indexed results were checked; no attributable Washington postgame item inside the frozen window was found.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-benjamin-raven,inaccessible,0,0,0,0,0,0,false,,,,The registered MLive landing page was blocked by robots; indexed results exposed no attributable Benjamin Raven game item that could be inspected compliantly.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-john-keim,no_new_material,1,0,0,0,0,0,false,,,,Assigned Washington reporter search was checked for opponent-specific Detroit evidence; no attributable in-window game item was found.
20260822T232931Z,reader-was-det,DET,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,24,local-writer-ben-standig,no_new_material,1,0,0,0,0,0,false,,,,Assigned Washington reporter endpoint was checked for opponent-specific Detroit evidence; no attributable in-window game item was found.
