run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-atlanta-falcons,checked,4,0,0,0,0,0,false,,,0,Official news hub checked; material assigned-source claim was carried by Will McFadden.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-will-mcfadden,checked,2,2,0,0,0,0,false,obs-2026-atl-20260829t143349z-001,,0,Spot check confirmed exact byline publication time and supporting page.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-carolina-panthers,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-mike-kaye,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-new-orleans-saints,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-katherine-terrell,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-tampa-bay-buccaneers,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-jenna-laine,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-arizona-cardinals,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-josh-weinfuss,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-los-angeles-rams,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-sarah-barshop,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-san-francisco-49ers,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-nick-wagoner,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-seattle-seahawks,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,ATL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-brady-henderson,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,CAR,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-source-atlanta-falcons,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
20260829T143349Z,reader-nfc-south-west,CAR,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,18,local-writer-will-mcfadden,no_new_material,0,0,0,0,0,0,false,,,0,Frozen source belonged to another team; no registered provenance row emitted for this team.
