run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-source-new-orleans-saints,no_new_material,3,0,0,0,0,0,true,,,,"News, press-release, and media surfaces checked; no clearly published in-window transaction, injury update, or other meaningful new item was exposed."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-source-nfl-gamebooks,no_new_material,2,0,0,0,0,0,true,,,,"Scores and Saints team surfaces checked; no Saints game occurred in-window and no new gamebook was expected."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-katherine-terrell,checked,3,1,1,0,0,0,false,obs-2026-no-20260821t191126z-001,0,,"ARCH verified the fine amount, teams, publication timing, source registration, atomicity, and paraphrase against ESPN."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-nick-underhill,inaccessible,2,0,1,0,0,0,true,,,,"Author archive was stale in the accessible index and current NOF retrieval was blocked by robots/paywall; a secondary summary of Olave's rest day repeated the accessible Nowak observation and was not emitted."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-mike-triplett,inaccessible,1,0,0,0,0,0,true,,,,"Author archive exposed no current in-window item and subscription content was not accessible."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-john-hendrix,inaccessible,1,0,0,0,0,0,true,,,,"Shared NOF endpoint was blocked by robots/paywall; no attributable in-window item could be verified."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-matthew-paras,inaccessible,2,0,0,0,0,0,true,,,,"NOLA.com Saints endpoint was blocked; search metadata did not expose a clearly timestamped in-window article with a verified Paras byline."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-luke-johnson,inaccessible,2,0,0,0,0,0,true,,,,"NOLA.com Saints endpoint was blocked; search metadata did not expose a clearly timestamped in-window article with a verified Johnson byline."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-ross-jackson,checked,3,0,5,0,0,0,false,,,,"LouisianaSports.net joint-practice recap was inspected but its claims substantially duplicated the earlier timestamped Nowak practice report; publication time was not exposed precisely enough for a separate relationship row. Locked On endpoint challenged access."
20260821T191126Z,reader-no,NO,2026-08-20T07:11:26Z,2026-08-21T19:11:26Z,20,25,local-writer-jeff-nowak,checked,3,11,1,0,3,0,false,"obs-2026-no-20260821t191126z-002;obs-2026-no-20260821t191126z-012",0,,"ARCH verified the Lance target/catch/TD observation and Shough 14-of-22 charting against the linked firsthand report; claims are distinct and source-faithful."
