run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-source-minnesota-vikings,no_new_material,4,0,0,0,0,0,true,,,,"Official news, video, roster, and training-camp surfaces were checked; no precisely timestamped in-window item added a distinct Jefferson health, usage, Murray-timing, line, or target-competition claim."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-source-nfl-gamebooks,no_new_material,1,0,0,0,0,0,true,,,,"Minnesota's next preseason game falls after the frozen window; no new gamebook or participation record was available."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-kevin-seifert,no_new_material,2,0,0,0,0,0,true,,,,"ESPN Vikings and targeted Seifert searches exposed no verifiable in-window item addressing the assignment."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-alec-lewis,inaccessible,1,0,0,0,0,0,true,,,,"The Athletic author archive was blocked by robots and is subscription-gated; no compliant article inspection was possible."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-ben-goessling,inaccessible,1,0,0,0,0,0,true,,,,"The Star Tribune profile and current coverage are subscription-gated; indexed results did not expose a complete in-window supporting item."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-andrew-krammer,no_new_material,1,0,0,0,0,0,true,,,,"The registered Access Vikings feed was checked; no in-window episode was published."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-emily-leiker,no_new_material,1,0,0,0,0,0,true,,,,"The shared Access Vikings feed was checked; no in-window episode was published."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-dane-mizutani,inaccessible,1,0,0,0,0,0,true,,,,"The registered endpoint confirms role but is not a current article feed; the Pioneer Press surface was blocked by robots during targeted retrieval."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-matthew-coller,checked,1,3,0,0,0,0,false,"obs-2026-min-20260821t212335z-001;obs-2026-min-20260821t212335z-002;obs-2026-min-20260821t212335z-003",0,,"ARCH spot-checked all three emitted observations. They passed atomicity, paraphrase fidelity, exact timestamp, registered source, origin tracing, and deduplication checks."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-will-ragatz,no_new_material,4,0,1,0,0,0,true,,,,"The SI Vikings landing page and targeted Ragatz searches were checked. Social excerpts repeated the joint-practice offense/Jefferson cluster but did not expose a complete registered supporting item with a precise publication timestamp."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-luke-braun,no_new_material,1,0,0,0,0,0,true,,,,"The registered podcast surface and targeted search exposed no precisely timestamped in-window episode material to inspect."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-tatum-everett,no_new_material,2,0,0,0,0,0,true,,,,"The official VEN video surface was checked; no distinct precisely timestamped in-window Jefferson item was exposed."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-lindsey-young,no_new_material,2,0,0,0,0,0,true,,,,"Official news and Jefferson hub surfaces exposed no new in-window Lindsey Young item."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-rob-kleifield,no_new_material,2,0,0,0,0,0,true,,,,"Official training-camp and news surfaces exposed no new in-window Rob Kleifield item."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-paul-allen,no_new_material,1,0,0,0,0,0,true,,,,"The official audio surface and targeted search exposed no precisely timestamped in-window item supporting a distinct claim."
20260821T212335Z,reader-min-jefferson,MIN,2026-08-19T21:23:35Z,2026-08-21T21:23:35Z,20,18,local-writer-pete-bercich,no_new_material,1,0,0,0,0,0,true,,,,"The shared official audio surface exposed no precisely timestamped in-window Bercich analysis supporting a distinct claim."
