run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-source-carolina-panthers,checked,3,0,0,0,0,0,false,,, ,"Official news index, game page and postgame media index were inspected; the attributable recap observations are credited to their registered authors."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-source-jacksonville-jaguars,failed_endpoint,1,0,0,0,0,0,false,,, ,"The registered official news endpoint exposed a stale pregame index in retrieval, and no attributable postgame item with an exact in-window publication timestamp could be verified."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-source-nfl-gamebooks,failed_endpoint,2,0,0,0,0,0,false,,, ,"The NFL game center exposed the final score but no downloadable 2026 gamebook or exact publication timestamp; its later roundup rendered publication metadata as Loading, so neither was admitted."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-mike-kaye,no_new_material,1,0,0,0,0,0,false,,, ,"ESPN Panthers hub and indexed results were checked; no attributable game-specific Mike Kaye item inside the frozen window was found."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-sheena-quick,inaccessible,0,0,0,0,0,0,false,,, ,"The registered X endpoint was not directly inspectable through available retrieval, and indexed results exposed no attributable in-window game item."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-darin-gantt,checked,1,1,0,0,0,0,false,obs-2026-car-20260822t232931z-011,0,,"The official team feature supplied one bounded return-to-play observation."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-kassidy-hill,checked,1,10,0,0,3,0,false,"obs-2026-car-20260822t232931z-003;obs-2026-car-20260822t232931z-006;obs-2026-car-20260822t232931z-008",0,,"Official rapid-reactions article was checked for atomicity, deployment context and timestamp; three availability/usage items require prompt synthesis review."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-michael-dirocco,no_new_material,1,0,0,0,0,0,false,,, ,"ESPN Jaguars coverage and indexed results were checked; no attributable Michael DiRocco game item inside the frozen window was found."
20260822T232931Z,reader-car-jax,CAR,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-john-shipley,no_new_material,2,0,0,0,0,0,false,,, ,"The registered On SI author archive and Jaguars official index were checked; results exposed pregame and joint-practice work but no attributable in-window postgame item."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-source-carolina-panthers,checked,3,0,0,0,0,0,true,,, ,"Carolina's official coverage was inspected but is not a source registered to JAX, so it was not used for Jacksonville observations."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-source-jacksonville-jaguars,failed_endpoint,1,0,0,0,0,0,true,,, ,"The official Jaguars news endpoint exposed a stale pregame index and no postgame item with verifiable in-window publication metadata."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-source-nfl-gamebooks,failed_endpoint,2,0,0,0,0,0,true,,, ,"The final game center was available, but no downloadable gamebook or exact publication timestamp was exposed; the NFL roundup's timestamp also failed to render."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-mike-kaye,no_new_material,1,0,0,0,0,0,true,,, ,"No attributable Mike Kaye game-specific item was found in the frozen window."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-sheena-quick,inaccessible,0,0,0,0,0,0,true,,, ,"The registered social endpoint was not directly inspectable and no indexed in-window game item was available."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-darin-gantt,checked,1,0,0,0,0,0,true,,, ,"The Carolina feature was inspected but did not provide a JAX-registered provenance path."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-kassidy-hill,checked,1,0,0,0,0,0,true,,, ,"The Carolina recap contained opponent context but Kassidy Hill is not registered to JAX, so no Jacksonville rows were emitted."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-michael-dirocco,no_new_material,1,0,0,0,0,0,true,,, ,"ESPN Jaguars coverage and indexed results exposed no attributable game item inside the frozen window."
20260822T232931Z,reader-car-jax,JAX,2026-08-20T00:00:00-04:00,2026-08-22T19:29:31-04:00,20,38,local-writer-john-shipley,no_new_material,2,0,0,0,0,0,true,,, ,"Registered author and team indexes exposed pregame material but no attributable postgame article with an in-window timestamp."
