game_id,team_id,player_or_unit,metric_name,quarter_filter,game_clock_filter,score_margin_filter,qb_unit,personnel_filter,player_available_context,numerator,denominator,denominator_definition,eligible_plays,chartable_plays,unknown_plays,source_id,source_url,source_locator,published_at,retrieved_at,method,status,ledger_id,target_ids,notes
2026-W01-NE-SEA,NE,Rhamondre Stevenson,offensive_snap_share,,,,Maye (all 71),,Henderson inactive; Ben Brown inactive,60,71,"actual offensive snaps = 71. Reconciles as 67 statistical offensive plays (33 pass attempts + 31 rushes + 3 sacks, page 3) plus 4 snapped plays negated by live-ball penalty (Jobe DPI, Campbell illegal block, Campbell holding, Vera-Tucker ineligible downfield). Cross-check: equals Seattle's 71 defensive snaps; all five NE offensive linemen at 100%.",71,71,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, New England offense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002;til-2026-ne-20260909-003,ne-2026-off-q06;ne-2026-off-q07;rf-2026-ne-backfield-timeshare-001,"Bell-cow snap share with Henderson out. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z. DENOMINATOR WARNING: 60 is measured on the 71-snap base and already includes nullified snaps. Stevenson was the ball carrier on 2 of the 4 live-ball-negated plays, so his snaps on statistical plays are 56-58, giving 83.6-86.6% on the 67-play base. The book exposes no per-player participation for nullified snaps, so an exact per-play share is NOT derivable. Use 85% snap share; do not compute 60/67."
2026-W01-NE-SEA,NE,Corey Kiner,offensive_snap_share,,,,Maye (all 71),,Henderson inactive; Ben Brown inactive,8,71,"actual offensive snaps = 71. Reconciles as 67 statistical offensive plays (33 pass attempts + 31 rushes + 3 sacks, page 3) plus 4 snapped plays negated by live-ball penalty (Jobe DPI, Campbell illegal block, Campbell holding, Vera-Tucker ineligible downfield). Cross-check: equals Seattle's 71 defensive snaps; all five NE offensive linemen at 100%.",71,71,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, New England offense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002;til-2026-ne-20260909-003,ne-2026-off-q06;ne-2026-off-q07;rf-2026-ne-backfield-timeshare-001,"All 6 carries came on first or second down; five of six in Q2. No targets. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Lan Larison,offensive_snap_share,,,,Maye (all 71),,Henderson inactive; Ben Brown inactive,3,71,"actual offensive snaps = 71. Reconciles as 67 statistical offensive plays (33 pass attempts + 31 rushes + 3 sacks, page 3) plus 4 snapped plays negated by live-ball penalty (Jobe DPI, Campbell illegal block, Campbell holding, Vera-Tucker ineligible downfield). Cross-check: equals Seattle's 71 defensive snaps; all five NE offensive linemen at 100%.",71,71,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, New England offense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002;til-2026-ne-20260909-003,ne-2026-off-q06;ne-2026-off-q07;rf-2026-ne-backfield-timeshare-001,"Zero carries. Both offensive snaps produced targets (Q2 13:00, Q4 2:59). No canonical player profile exists. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Rhamondre Stevenson,team_carry_share,,,,Maye (all 71),,Henderson inactive,18,31,"team rushing attempts = 31 (page 3, Total Rushing Plays). Includes quarterback rushes.",31,31,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, New England rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002,ne-2026-off-q06,"18 of 31 team rushes; 51 yards, 2.8 avg, long 12. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Corey Kiner,team_carry_share,,,,Maye (all 71),,Henderson inactive,6,31,"team rushing attempts = 31 (page 3, Total Rushing Plays). Includes quarterback rushes.",31,31,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, New England rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002,ne-2026-off-q06,"6 of 31 team rushes; 11 yards, 1.8 avg. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Lan Larison,team_carry_share,,,,Maye (all 71),,Henderson inactive,0,31,"team rushing attempts = 31 (page 3, Total Rushing Plays). Includes quarterback rushes.",31,31,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, New England rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002,ne-2026-off-q06,"Zero carries despite being the elevated third back. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Drake Maye,team_carry_share,,,,Maye (all 71),,Henderson inactive,7,31,"team rushing attempts = 31 (page 3, Total Rushing Plays). Includes quarterback rushes.",31,31,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, New England rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002,ne-2026-off-q06,"Quarterback rushes/scrambles; excluded from running-back share. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Rhamondre Stevenson,team_target_share,,,,Maye (all 71),,Henderson inactive,6,31,team targets = 31 (page 2 receiving table total). NOT 33 pass attempts: two Maye attempts had no intended receiver recorded.,33,31,2,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, New England receiving",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002,ne-2026-off-q06;ne-2026-off-q07,"5 receptions for 44 yards. Highest RB target total on the team; second-highest on the team overall behind Douglas. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Lan Larison,team_target_share,,,,Maye (all 71),,Henderson inactive,2,31,team targets = 31 (page 2 receiving table total). NOT 33 pass attempts: two Maye attempts had no intended receiver recorded.,33,31,2,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, New England receiving",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002,ne-2026-off-q07,"Both of Larison's 3 offensive snaps produced a target. Passing-situation usage only; zero carries. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,NE,Rhamondre Stevenson,inside_5_carry_share,all,,,Maye (all 71),goal-to-go and inside opponent 5,Henderson inactive,0,1,"offensive snaps inside the Seattle 5 = 1 (page 3 goal-to-go efficiency 1-1; play-by-play confirms a single snap, 1st-and-goal from the 2 at Q2 9:14).",1,1,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,page 3 Final Team Statistics goal-to-go; play-by-play Q2 9:14,2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002;til-2026-ne-20260909-003,ne-2026-off-q06;ne-2026-off-q07,"NULL RESULT, NOT A FINDING. New England ran exactly one snap inside the Seattle 5 all game and it was a 2-yard touchdown pass to Eli Raridon. Stevenson took zero inside-5 carries because only one such snap existed. n=1 cannot resolve the goal-line role for any back. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
